event_date,weather_condition,location,country,latitude,longitude,make,model,purpose_of_flight,broad_phase_of_flight,amateur_built,registration_number,engine_type1,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,people_on_board,pilot_type,no_of_engines1
 09/03/2007 ,vmc,"Ramona, CA", United States , 33.039166 , -116.915000 ,hughes,269,instructional,approach,no, N58332 ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 08/28/2007 ,vmc,"St. Clair Rgnl., MO", United States , 38.382223 , -90.973334 ,robinson,r22,instructional,maneuvering,no, N143SH ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 08/28/2007 ,vmc,"West Palm Beach, FL", United States , 26.840833 , -80.220278 ,bell,206,instructional,landing,no, N100RW ,turbine,non-fatal,0,0,0,2,2,instructional,1
 08/20/2007 ,vmc,"Slaton, TX", United States , 33.489444 , -101.650833 ,eurocopter,bk117,instructional,maneuvering,no, N911R ,turbine,non-fatal,0,0,0,2,2,instructional,2
 08/13/2007 ,vmc,"Tucson, AZ", United States , 31.798889 , -110.602500 ,robinson,r22,instructional,landing,no, N453SH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 08/12/2007 ,vmc,"Houma, TX", United States , 28.513889 , -91.015278 ,bell,206,unknown,cruise,no, N85TC ,turbine,non-fatal,0,0,0,1,1,unknown,1
 08/10/2007 ,vmc,"Chino, CA", United States , 33.974445 , -117.636389 ,robinson,r22,instructional,landing,no, N10QD ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 08/09/2007 ,vmc,"Ridgeville, SC", United States , 33.166667 , -80.350000 ,bolkow,bk117,unknown,takeoff,no, N171MU ,turbine,non-fatal,0,0,0,5,5,unknown,2
 08/07/2007 ,vmc,"Warrenton, VA", United States , 38.586111 , -77.710556 ,bell,206,instructional,landing,no, N3202D ,turbine,non-fatal,0,0,0,2,2,instructional,1
 07/31/2007 ,vmc,"Erie, CO", United States , 40.000833 , -105.034722 ,robinson,r22,instructional,landing,no, N7508Y ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/31/2007 ,vmc,"Columbia, MO", United States , 38.816667 , -92.216667 ,bell,206,executive/corporate,takeoff,no, N9ZV ,turbine,non-fatal,0,0,1,0,1,professional,1
 07/30/2007 ,vmc,"Anchorage, AK", United States , 61.203056 , -159.844444 ,bell,206,positioning,approach,no, N16757 ,turbine,non-fatal,0,0,0,1,1,professional,1
 07/29/2007 ,vmc,"Three Forks, MT", United States , 45.878056 , -111.569167 ,hughes,269,instructional,landing,no, N428MS ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/27/2007 ,vmc,"Phoenix, AZ", United States , 33.491111 , -112.067500 ,eurocopter,as350,other work use,maneuvering,no, N215TV ,turbine,fatal(4),4,0,0,0,4,professional,1
 07/27/2007 ,vmc,"Phoenix, AZ", United States , 33.491111 , -112.067500 ,eurocopter,as350,other work use,maneuvering,no, N613TV ,turbine,fatal(4),4,0,0,0,4,professional,1
 07/24/2007 ,vmc,"Boise, ID", United States , 43.573611 , -116.226945 ,robinson,r22,instructional,landing,no, N147SH ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 07/23/2007 ,vmc,"Ormond Beach, FL", United States , 29.300556 , -81.113611 ,schweizer,269,instructional,maneuvering,no, N171TA ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 07/17/2007 ,vmc,"Bend, OR", United States , 44.094722 , -121.200556 ,robinson,r22,instructional,landing,no, N707WH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/16/2007 ,vmc,"Sheep Mountain, MT", United States , 44.557500 , -111.775000 ,bell,206,external load,maneuvering,no, N164JS ,turbine,non-fatal,0,0,1,0,1,professional,1
 07/16/2007 ,vmc,"Heart, ND", United States , 46.819723 , -103.100833 ,amateur,amateur,personal,cruise,yes, CFYAR ,reciprocating,non-fatal,0,0,0,1,1,private,1
 07/12/2007 ,unknown,county clare, Ireland ,52.85725745,-8.93743592599454,aerospatiale,as350,unknown,unknown,no,,turbine,fatal(1),1,1,0,0,2,unknown,1
 07/12/2007 ,vmc,"Immokalee, FL", United States , 26.423334 , -81.400556 ,schweizer,269,personal,standing,no, N61447 ,reciprocating,non-fatal,0,0,0,1,1,private,1
 07/11/2007 ,vmc,"Mercedes, TX", United States , 26.170834 , -97.910278 ,bell,47,aerial application,maneuvering,no, N7878 ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 07/10/2007 ,vmc,"Jesup, IA", United States , 42.800000 , -92.066667 ,bell,47,positioning,takeoff,no, N8140J ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 07/09/2007 ,vmc,"Albuquerque, NM", United States , 35.145000 , -106.795000 ,robinson,r22,instructional,cruise,no, N74536 ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 07/07/2007 ,vmc,"New York, NY", United States , 40.785833 , -73.991666 ,eurocopter,ec130,other work use,approach,no, N453AE ,turbine,non-fatal,0,0,0,8,8,professional,1
 07/03/2007 ,vmc,"Long Beach, CA", United States , 33.817778 , -118.151389 ,robinson,r22,personal,maneuvering,no, N457SH ,reciprocating,non-fatal,0,0,0,2,2,private,1
 06/28/2007 ,vmc,"Slidell, LA", United States , 30.167223 , -89.655833 ,schweizer,269,aerial observation,maneuvering,no, N292B ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 06/26/2007 ,vmc,"Grand Forks, ND", United States , 47.949166 , -97.176111 ,bell,206,instructional,takeoff,no, N96ND ,turbine,non-fatal,0,0,0,2,2,instructional,1
 06/25/2007 ,vmc,"Tucson, AZ", United States , 32.115833 , -110.940833 ,robinson,r22,instructional,landing,no, N980SM ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/21/2007 ,vmc,"Erie, CO", United States , 40.010278 , -105.048055 ,amateur,amateur,personal,landing,yes, N15XH ,reciprocating,non-fatal,0,0,1,0,1,private,1
 06/20/2007 ,vmc,"Sand Springs, OK", United States , 36.175000 , -96.151667 ,bell,206,aerial observation,maneuvering,no, N196TV ,turbine,non-fatal,0,0,1,1,2,professional,1
 06/18/2007 ,vmc,"Park City, UT", United States , 40.688889 , -111.480556 ,robinson,r22,instructional,maneuvering,no, N712U ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/18/2007 ,vmc,"Logan, UT", United States , 41.712778 , -111.841944 ,amateur,amateur,personal,maneuvering,yes, N203XR ,reciprocating,non-fatal,0,0,0,2,2,private,1
 06/11/2007 ,vmc,"Plant City, FL", United States , 28.000278 , -82.164167 ,robinson,r22,personal,maneuvering,no, N7185K ,reciprocating,non-fatal,0,0,0,1,1,private,1
 06/05/2007 ,vmc,"Cedartown, GA", United States , 33.905278 , -85.550000 ,bell,206,public aircraft - local,maneuvering,no, N912SP ,turbine,non-fatal,0,3,0,0,3,professional,1
 06/03/2007 ,vmc,"Concord, CA", United States , 32.916667 , -122.131389 ,bolkow,bo105,other work use,maneuvering,no, N623MB ,turbine,non-fatal,0,0,0,3,3,professional,2
 05/29/2007 ,vmc,"Torrance, CA", United States , 33.803333 , -118.339722 ,hughes,369,personal,maneuvering,no, N935M ,turbine,non-fatal,0,0,0,1,1,private,1
 05/29/2007 ,vmc,"Las Piedras, PR", United States , 18.201667 , -65.838889 ,hughes,269,personal,takeoff,no, N63HD ,reciprocating,non-fatal,0,1,1,0,2,private,1
 05/27/2007 ,vmc,"Hayden, AL", United States , 33.925278 , -86.870000 ,bell,47,personal,landing,no, N7763 ,reciprocating,fatal(1),1,0,0,0,1,private,1
 05/27/2007 ,vmc,"Yerington, NV", United States , 38.600000 , -119.000000 ,md_helicopters,500,instructional,landing,no, N526BH ,turbine,non-fatal,0,0,2,0,2,instructional,1
 05/25/2007 ,vmc,"Nashua, NH", United States , 42.781667 , -71.514722 ,robinson,r22,instructional,maneuvering,no, N302CH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/22/2007 ,vmc,"San Elizario, TX", United States , 31.579167 , -106.284444 ,eurocopter,as350,public aircraft - federal,maneuvering,no, N851BP ,turbine,fatal(1),1,1,0,0,2,professional,1
 05/21/2007 ,vmc,"Argyle, NY", United States , 43.252500 , -73.469167 ,amateur,amateur,instructional,cruise,yes, N636PB ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/13/2007 ,vmc,"Moulton, AL", United States , 34.320556 , -87.252778 ,hughes,369,personal,cruise,no, N468WE ,turbine,fatal(1),1,0,0,0,1,private,1
 04/28/2007 ,vmc,"Kalamazoo, MI", United States , 42.288889 , -85.750000 ,amateur,amateur,personal,maneuvering,yes, N52988 ,reciprocating,non-fatal,0,0,0,2,2,private,1
 04/27/2007 ,vmc,"West Palm Beach, FL", United States , 26.845277 , -80.504722 ,robinson,r22,instructional,approach,no, N7535Z ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 04/25/2007 ,vmc,"Spring, TX", United States , 30.061944 , -95.552778 ,robinson,r22,instructional,takeoff,no, N7534S ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 04/24/2007 ,vmc,"Whiteville, NC", United States , 34.106111 , -78.702500 ,hughes,369,personal,cruise,no, N11AS ,turbine,non-fatal,0,0,1,1,2,private,1
 04/22/2007 ,vmc,"Bass Lake, IN", United States , 41.233611 , -86.578611 ,robinson,r44,personal,approach,no, N382BT ,reciprocating,fatal(2),2,0,0,0,2,private,1
 04/22/2007 ,vmc,"Sevierville, TN", United States , 35.922500 , -83.579445 ,bell,206,personal,maneuvering,no, N219SH ,turbine,non-fatal,0,0,0,2,2,private,1
 04/21/2007 ,vmc,"Spanish Fork, UT", United States , 40.141389 , -111.661111 ,robinson,r22,instructional,landing,no, N222MQ ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 04/19/2007 ,vmc,"Kahuku, HI", United States , 21.704722 , -158.005556 ,hughes,369,unknown,approach,no, N911FT ,turbine,non-fatal,0,0,2,2,4,unknown,1
 03/26/2007 ,vmc,"Malta, IL", United States , 41.933611 , -88.705556 ,amateur,amateur,personal,takeoff,yes, N162MC ,reciprocating,non-fatal,0,0,0,2,2,private,1
 03/25/2007 ,vmc,"Camarillo, CA", United States , 34.213889 , -119.094444 ,amateur,amateur,personal,maneuvering,yes, N496SB ,reciprocating,non-fatal,0,0,0,1,1,private,1
 03/23/2007 ,vmc,"Lewes, DE", United States , 38.766667 , -75.133333 ,bell,206,unknown,takeoff,no, N828BA ,turbine,non-fatal,0,0,2,2,4,unknown,1
 03/19/2007 ,vmc,"Taylorsville, UT", United States , 40.619445 , -111.992777 ,robinson,r22,instructional,landing,no, N74347 ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 03/19/2007 ,vmc,"Vernon, TX", United States , 34.225000 , -99.283333 ,brantly,b2,personal,cruise,no, N5931X ,reciprocating,non-fatal,0,0,0,2,2,private,1
 03/17/2007 ,vmc,"Huntsville, AL", United States , 34.945833 , -86.531667 ,bell,47,personal,cruise,no, N471KC ,reciprocating,non-fatal,0,0,2,0,2,private,1
 03/16/2007 ,vmc,"Isla Grande, PR", United States , 18.436944 , -66.001944 ,robinson,r44,personal,maneuvering,no, N72PK ,reciprocating,non-fatal,0,0,0,1,1,private,1
 03/13/2007 ,vmc,"Norwood, CO", United States , 38.083333 , -108.250000 ,aerospatiale,sa315,positioning,cruise,no, N926JV ,turbine,non-fatal,0,0,0,1,1,professional,1
 03/13/2007 ,vmc,"Broomfield, CO", United States , 39.908889 , -105.117223 ,robinson,r22,instructional,approach,no, N7681H ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 03/08/2007 ,vmc,"Princeville, HI", United States , 22.200000 , -159.433333 ,aerospatiale,as350,unknown,maneuvering,no, N354NT ,turbine,fatal(4),4,3,0,0,7,unknown,1
 03/08/2007 ,vmc,"Davenport, VA", United States , 37.277778 , -82.388889 ,aerospatiale,alouette,aerial observation,takeoff,no, N226RW ,turbine,non-fatal,0,0,0,2,2,professional,1
 03/05/2007 ,vmc,"Custer, MT", United States , 46.128889 , -107.551111 ,bell,206,personal,landing,no, N150SP ,turbine,non-fatal,0,0,0,1,1,private,1
 03/03/2007 ,vmc,"Columbus, PA", United States , 41.953333 , -79.530000 ,schweizer,269,personal,landing,no, N515JM ,reciprocating,non-fatal,0,0,1,0,1,private,1
 02/26/2007 ,vmc,"Tulare, CA", United States , 36.156111 , -119.326111 ,robinson,r22,instructional,maneuvering,no, N199K ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/26/2007 ,vmc,"Melbourne, FL", United States , 28.101389 , -80.645000 ,robinson,r22,instructional,maneuvering,no, N8347V ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/26/2007 ,vmc,"Covington, GA", United States , 33.626111 , -83.843055 ,robinson,r44,instructional,maneuvering,no, N448BP ,reciprocating,non-fatal,0,1,0,0,1,instructional,1
 02/21/2007 ,vmc,"Mansfield, TX", United States , 32.574445 , -97.119445 ,bell,arh70,flight test,maneuvering,no, N445HR ,turbine,non-fatal,0,0,0,2,2,professional,1
 02/20/2007 ,unknown,Sao Paulo, Brazil ,-23.5506507,-46.6333824,bell,212,unknown,unknown,no,,turbine,non-fatal,0,0,0,7,7,unknown,2
 02/19/2007 ,vmc,"Tucson, AZ", United States ,32.2218917,-110.9262353,robinson,r22,instructional,landing,no, N453SH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/06/2007 ,vmc,"Vicksburg, MS", United States , 32.454722 , -90.972778 ,md_helicopters,600,business,cruise,no, N451DL ,turbine,non-fatal,0,0,0,2,2,professional,1
 02/03/2007 ,vmc,"Griffin, GA", United States , 33.619445 , -84.505555 ,eurocopter,ec120,personal,maneuvering,no, N491AE ,turbine,non-fatal,0,0,0,3,3,private,1
 02/01/2007 ,vmc,"Plymouth, MA", United States , 41.915000 , -70.728611 ,schweizer,269,instructional,landing,no, N2074K ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/21/2007 ,vmc,"Salem, OR", United States , 45.583333 , -112.600000 ,robinson,r22,instructional,takeoff,no, N924SH ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 01/19/2007 ,vmc,"Springville, CA", United States , 36.175834 , -118.812500 ,bell,206,unknown,maneuvering,no, N185BC ,turbine,non-fatal,0,0,3,0,3,unknown,1
 01/11/2007 ,vmc,"Lakeland, FL", United States , 27.992500 , -82.020000 ,robinson,r22,instructional,landing,no, N8050Z ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/05/2007 ,vmc,"Bruceville, TX", United States , 31.151389 , -97.404722 ,enstrom,f28,instructional,maneuvering,no, N764PC ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 12/30/2006 ,vmc,"Mineral Wells, TX", United States , 32.781389 , -98.060278 ,hughes,269,instructional,maneuvering,no, N9655F ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 12/23/2006 ,vmc,"Boulder City, NV", United States , 38.947500 , -114.861111 ,amateur,amateur,personal,maneuvering,yes, N6912B ,reciprocating,non-fatal,0,0,0,1,1,private,1
 12/11/2006 ,vmc,"Houma, LA", United States , 29.559722 , -90.656111 ,hughes,269,instructional,landing,no, N9396F ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 11/27/2006 ,vmc,"Redding, CA", United States , 40.514722 , -122.300000 ,robinson,r22,instructional,landing,no, N7198N ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 11/21/2006 ,vmc,"Lakeland, FL", United States , 27.988889 , -82.018611 ,robinson,r22,personal,maneuvering,no, N2302A ,reciprocating,non-fatal,0,0,2,0,2,private,1
 11/21/2006 ,vmc,"Santa Clarita, CA", United States , 34.810556 , -118.964444 ,robinson,r22,instructional,landing,no, N994HV ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 11/11/2006 ,vmc,"Boulder City, NV", United States , 36.006111 , -114.775556 ,bell,206,other work use,standing,no, N59571 ,turbine,non-fatal,0,0,0,1,1,professional,1
 10/16/2006 ,vmc,"Monticello, UT", United States , 38.091111 , -109.089445 ,robinson,r22,business,cruise,no, N224VR ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 10/15/2006 ,vmc,"Hope, NM", United States , 33.010000 , -104.890000 ,robinson,r22,aerial observation,maneuvering,no, N75262 ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 10/14/2006 ,vmc,"Aiken, SC", United States , 33.642777 , -81.684444 ,amateur,amateur,personal,takeoff,yes, N848TL ,reciprocating,non-fatal,0,0,0,2,2,private,1
 10/11/2006 ,vmc,"Key Largo, FL", United States , 25.318889 , -80.271389 ,hughes,oh6,personal,maneuvering,no, N810SB ,turbine,non-fatal,0,0,0,2,2,private,1
 10/01/2006 ,vmc,"Arkansas City, KS", United States , 37.066667 , -96.916667 ,brantly,b2,personal,takeoff,no, N5950X ,reciprocating,non-fatal,0,0,2,0,2,private,1
 09/29/2006 ,vmc,"Carrizo Springs, TX", United States , 28.516945 , -99.928334 ,brantly,b2,personal,cruise,no, N888CF ,reciprocating,non-fatal,0,0,0,1,1,private,1
 09/24/2006 ,vmc,"Skiatook, OK", United States ,36.3684245,-96.0013847,robinson,r22,personal,maneuvering,no, N468SH ,reciprocating,non-fatal,0,0,0,1,1,private,1
 09/18/2006 ,vmc,"Angels Camp, CA", United States , 38.016667 , -120.466667 ,bell,47,personal,landing,no, N7762 ,reciprocating,non-fatal,0,0,0,2,2,private,1
 09/16/2006 ,vmc,"Port Clinton, OH", United States , 41.516389 , -82.868611 ,md_helicopters,369,aerial observation,unknown,no, N530FF ,turbine,non-fatal,0,0,0,2,2,professional,1
 09/09/2006 ,vmc,"Hayden, AL", United States , 53.900000 , -86.763889 ,bell,47,instructional,standing,no, N23947 ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 08/28/2006 ,vmc,"Frederick, MD", United States , 39.417500 , -77.374167 ,robinson,r22,instructional,maneuvering,no, N2649D ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 08/23/2006 ,vmc,"Sanborn, ND", United States , 42.926111 , -98.223334 ,bell,47,aerial application,maneuvering,no, N2251W ,turbine,non-fatal,0,0,0,1,1,professional,1
 08/19/2006 ,vmc,"Havre, MT", United States , 48.075000 , -109.242500 ,bell,407,unknown,approach,no, N407SH ,turbine,non-fatal,0,0,0,1,1,unknown,1
 08/19/2006 ,vmc,"Columbus, OH", United States , 40.068889 , -82.968334 ,md_helicopters,369,public aircraft - local,cruise,no, N554CP ,turbine,non-fatal,0,0,0,2,2,professional,1
 08/11/2006 ,vmc,"Boise, ID", United States , 43.564444 , -116.231111 ,robinson,r22,instructional,go-around,no, N228SH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 08/11/2006 ,vmc,"Independence, OH", United States , 41.380834 , -81.664167 ,enstrom,f28,unknown,landing,no, N303MM ,reciprocating,non-fatal,0,0,0,2,2,unknown,1
 08/10/2006 ,vmc,"Salt Lake City, UT", United States , 40.783611 , -111.958333 ,bell,206,positioning,maneuvering,no, N206UH ,turbine,non-fatal,0,0,0,3,3,professional,1
 08/09/2006 ,vmc,"Orlando, FL", United States , 28.553333 , -81.343889 ,bell,206,business,cruise,no, N121RH ,turbine,non-fatal,0,0,0,5,5,professional,1
 07/28/2006 ,vmc,"Chino, CA", United States , 33.974723 , -117.636666 ,robinson,r22,instructional,maneuvering,no, N475SH ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 07/23/2006 ,vmc,"Wadsworth, IL", United States , 42.422223 , -87.867778 ,robinson,r44,personal,landing,no, N454WT ,reciprocating,non-fatal,0,0,0,1,1,private,1
 07/15/2006 ,unknown,Maria Lankowitz, Austria ,47.0637311,15.0636954,bell,206,unknown,unknown,no,,turbine,non-fatal,0,0,0,6,6,unknown,1
 07/12/2006 ,vmc,"Titusville, FL", United States , 28.535555 , -80.901667 ,schweizer,300,instructional,maneuvering,no, N1831A ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 07/08/2006 ,unknown,"Tenerife, Spain", Spain ,28.2935785,-16.6214471211441,sikorsky,s61,unknown,unknown,no,,turbine,fatal(6),6,0,0,0,6,unknown,2
 07/07/2006 ,vmc,"Kihei, HI", United States , 20.767778 , -156.392777 ,hughes,369,other work use,maneuvering,no, N611WA ,turbine,non-fatal,0,0,0,3,3,professional,1
 07/06/2006 ,vmc,"Medford, OR", United States , 42.254167 , -122.838333 ,hughes,369,personal,landing,no, N72LB ,turbine,non-fatal,0,0,0,4,4,private,1
 07/04/2006 ,vmc,"Petersburg, WV", United States , 38.994722 , -79.145833 ,bell,47,other work use,landing,no, N6738D ,reciprocating,non-fatal,0,0,0,3,3,professional,1
 06/28/2006 ,vmc,"Fresno, CA", United States , 36.742500 , -119.821667 ,robinson,r44,personal,maneuvering,no, N52EP ,reciprocating,non-fatal,0,0,0,1,1,private,1
 06/17/2006 ,vmc,"Mooresville, IN", United States , 39.717500 , -86.301944 ,amateur,amateur,instructional,maneuvering,yes, N9164X ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/16/2006 ,vmc,"Brookhaven, NY", United States , 40.821945 , -72.866945 ,amateur,amateur,personal,maneuvering,yes, N549AB ,reciprocating,non-fatal,0,0,0,1,1,private,1
 06/16/2006 ,vmc,"Grand Forks, ND", United States , 47.950000 , -97.183333 ,schweizer,269,instructional,landing,no, N1675U ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/08/2006 ,vmc,"Porter, TX", United States , 30.153333 , -95.321945 ,amateur,amateur,personal,maneuvering,yes, N17VH ,reciprocating,non-fatal,0,0,1,0,1,private,1
 05/31/2006 ,vmc,"Stapleton, NE", United States , 41.433056 , -100.483889 ,robinson,r44,personal,landing,no, N544LB ,reciprocating,non-fatal,0,0,0,4,4,private,1
 05/30/2006 ,vmc,"Sheridan, AR", United States , 34.328334 , -92.350833 ,bell,47,unknown,cruise,no, N4086C ,turbine,non-fatal,0,1,0,0,1,unknown,1
 05/28/2006 ,vmc,"Sanford, ME", United States , 43.389444 , -70.704722 ,robinson,r22,instructional,maneuvering,no, N720RJ ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/28/2006 ,vmc,"Wailuku, HI", United States , 20.896666 , -156.486666 ,robinson,r44,personal,landing,no, N555JD ,reciprocating,non-fatal,0,0,1,1,2,private,1
 05/23/2006 ,vmc,"Soledad, CA", United States , 36.422778 , -121.343889 ,bell,47,aerial application,maneuvering,no, N4741R ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 05/19/2006 ,vmc,"Banks, OR", United States , 45.582778 , -123.052778 ,hughes,369,instructional,landing,no, N369V ,turbine,non-fatal,0,0,0,2,2,instructional,1
 05/19/2006 ,vmc,"Indiantown, FL", United States , 27.036389 , -80.440000 ,robinson,r44,personal,landing,no, N14MY ,reciprocating,non-fatal,0,0,0,2,2,private,1
 05/12/2006 ,vmc,"Lees Summit, MO", United States , 38.955556 , -94.371389 ,schweizer,269,instructional,landing,no, N7506L ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/10/2006 ,vmc,"West Monroe, LA", United States , 32.475000 , -92.126389 ,robinson,r44,executive/corporate,landing,no, N144DJ ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 05/10/2006 ,vmc,"Rosenberg, TX", United States , 29.573056 , -95.801667 ,bell,47,aerial application,maneuvering,no, N993B ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 05/06/2006 ,vmc,"Hampton Roads, VA", United States , 36.780000 , -76.448889 ,amateur,amateur,flight test,landing,yes, N636WP ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 05/02/2006 ,vmc,"Rocky Point, NC", United States , 34.445277 , -77.881389 ,robinson,r44,business,cruise,no, N288RH ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 05/01/2006 ,vmc,"Vinita, OK", United States , 36.633056 , -95.151389 ,bell,206,business,approach,no, N342WC ,turbine,non-fatal,0,0,0,4,4,professional,1
 04/25/2006 ,vmc,"Brook, IN", United States , 40.865556 , -87.352778 ,robinson,r22,business,standing,no, N7197K ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 04/21/2006 ,vmc,"Bonifay, FL", United States , 30.845555 , -85.616111 ,eurocopter,ec135,positioning,takeoff,no, N914EF ,turbine,non-fatal,0,0,1,2,3,professional,2
 04/16/2006 ,vmc,"Kalkaska, MI", United States , 44.734722 , -85.181945 ,amateur,amateur,personal,maneuvering,yes, N42996 ,reciprocating,non-fatal,0,0,0,1,1,private,1
 04/15/2006 ,vmc,"Santa Fe, NM", United States , 37.616667 , -106.083333 ,robinson,r22,personal,takeoff,no, N85560 ,reciprocating,non-fatal,0,0,0,2,2,private,1
 04/13/2006 ,vmc,"Green Bay, WI", United States , 44.471389 , -87.994444 ,bolkow,bo105,flight test,takeoff,no, N202LF ,turbine,fatal(1),1,0,0,0,1,professional,2
 04/08/2006 ,vmc,"Tooele, UT", United States , 40.612222 , -112.350833 ,robinson,r22,instructional,takeoff,no, N921U ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 03/22/2006 ,vmc,"Morgan, UT", United States , 41.013333 , -111.623334 ,amateur,amateur,personal,maneuvering,yes, N520DK ,reciprocating,non-fatal,0,0,0,2,2,private,1
 03/15/2006 ,vmc,"Peetz, CO", United States , 40.935277 , -103.363611 ,enstrom,280,business,maneuvering,no, N811Z ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 02/22/2006 ,vmc,"Anchorage, AK", United States , 61.213611 , -149.844444 ,robinson,r22,personal,landing,no, N4038M ,reciprocating,non-fatal,0,0,0,1,1,private,1
 02/15/2006 ,vmc,"Titusville, FL", United States , 28.514722 , -80.799166 ,schweizer,269,instructional,landing,no, N61431 ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/15/2006 ,vmc,"El Monte, CA", United States , 34.085833 , -118.034722 ,robinson,r22,other work use,maneuvering,no, N23617 ,reciprocating,non-fatal,0,0,2,0,2,professional,1
 02/04/2006 ,vmc,"Rayville, LA", United States , 32.420000 , -91.752778 ,robinson,r44,personal,takeoff,no, N744MD ,reciprocating,non-fatal,0,0,0,3,3,private,1
 01/29/2006 ,vmc,"Kahului, HI", United States , 20.866667 , -156.383333 ,eurocopter,as350,unknown,cruise,no, N90Q ,turbine,non-fatal,0,0,0,7,7,unknown,1
 01/26/2006 ,vmc,"Port Isabel, TX", United States , 26.159722 , -97.340833 ,eurocopter,as350,instructional,landing,no, N911ES ,turbine,non-fatal,0,0,0,2,2,instructional,1
 01/25/2006 ,vmc,"Fort Worth, TX", United States , 32.985833 , -97.317778 ,bell,206,instructional,landing,no, N225GH ,turbine,non-fatal,0,0,0,2,2,instructional,1
 01/13/2006 ,vmc,"Dennison, TX", United States , 33.713889 , -96.674167 ,bell,47,personal,maneuvering,no, N1575 ,reciprocating,non-fatal,0,0,0,2,2,private,1
 01/12/2006 ,vmc,"Eagle Pass, TX", United States , 28.717778 , -100.606389 ,aerospatiale,as350,public aircraft - federal,maneuvering,no, N840BP ,turbine,non-fatal,0,1,0,0,1,professional,1
 01/05/2006 ,vmc,"Lahaina, HI", United States , 20.957222 , -156.586944 ,eurocopter,ec130,unknown,cruise,no, N11QD ,turbine,non-fatal,0,0,0,6,6,unknown,1
 12/30/2005 ,vmc,"Washington, LA", United States , 30.605833 , -91.991944 ,bell,206,positioning,cruise,no, N1811 ,turbine,non-fatal,0,0,1,0,1,professional,1
 12/22/2005 ,vmc,"Jasper, AL", United States , 33.885000 , -87.197222 ,eurocopter,as350,personal,cruise,no, N350ET ,turbine,non-fatal,0,1,0,1,2,private,1
 12/18/2005 ,vmc,"Irwindale, CA", United States , 34.100000 , -117.916667 ,robinson,r22,personal,takeoff,no, N177LH ,reciprocating,non-fatal,0,0,0,1,1,private,1
